ID,GID,SD_CD,SD_NM,SGG_CD,SGG_NM,INCLINATION,INTERCEPT,DEPTH_10,DEPTH_20,DEPTH_50
38416,다사6743,11,서울,11710,송파구,6.11,-26.44,34.71,95.85,279.29
38417,다사6744,11,서울,11710,송파구,6.11,-26.44,34.71,95.85,279.29
38418,다사6745,11,서울,11710,송파구,29.29,-113,179.9,472.8,1351.5
38419,다사6746,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38420,다사6747,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38421,다사6748,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38422,다사6749,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38423,다사6750,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38516,다사6843,11,서울,11710,송파구,6.11,-26.44,34.71,95.85,279.29
38521,다사6848,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38522,다사6849,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38523,다사6850,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38524,다사6851,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38623,다사6950,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38624,다사6951,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38723,다사7050,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
38724,다사7051,11,서울,11740,강동구,29.29,-113,179.9,472.8,1351.5
